key,productCode,productCode
tradeItem,EM0473,EM0473
tradeItem,EM0475,EM0475
tradeItem,EM0476,EM0476
tradeItem,EM0477,EM0477
tradeItem,EM0478,EM0478
tradeItem,EM0479,EM0479
tradeItem,EM0480,EM0480
tradeItem,EM0481,EM0481
tradeItem,EM0482,EM0482
tradeItem,EM0483,EM0483
tradeItem,EM0484,EM0484
tradeItem,EM0485,EM0485
tradeItem,EM0486,EM0486
tradeItem,EM0487,EM0487
tradeItem,EM0488,EM0488
tradeItem,EM0489,EM0489
tradeItem,EM0490,EM0490
tradeItem,EM0491,EM0491
tradeItem,EM0492,EM0492
tradeItem,EM0493,EM0493
tradeItem,EM0494,EM0494
tradeItem,EM0495,EM0495
tradeItem,EM0496,EM0496
tradeItem,EM0497,EM0497
tradeItem,EM0498,EM0498
tradeItem,EM0499,EM0499
tradeItem,EM0500,EM0500
tradeItem,EM0501,EM0501
tradeItem,EM0502,EM0502
tradeItem,EM0503,EM0503
tradeItem,EM0504,EM0504
tradeItem,EM0505,EM0505
tradeItem,EM0506,EM0506
tradeItem,EM0507,EM0507
tradeItem,EM0508,EM0508
tradeItem,EM0509,EM0509
tradeItem,EM0510,EM0510
tradeItem,EM0511,EM0511
tradeItem,EM0512,EM0512
tradeItem,EM0513,EM0513
tradeItem,EM0514,EM0514
tradeItem,EM0515,EM0515
tradeItem,EM0516,EM0516
tradeItem,EM0517,EM0517
tradeItem,EM0518,EM0518
tradeItem,EM0519,EM0519
tradeItem,EM0520,EM0520
tradeItem,EM0521,EM0521
tradeItem,EM0522,EM0522
tradeItem,EM0523,EM0523
tradeItem,EM0524,EM0524
tradeItem,EM0525,EM0525
tradeItem,EM0526,EM0526
tradeItem,EM0527,EM0527
tradeItem,EM0528,EM0528
tradeItem,EM0529,EM0529
tradeItem,EM0530,EM0530
tradeItem,EM0531,EM0531
tradeItem,EM0532,EM0532
tradeItem,EM0533,EM0533
tradeItem,EM0534,EM0534
tradeItem,EM0535,EM0535
tradeItem,EM0536,EM0536
tradeItem,EM0537,EM0537
tradeItem,EM0538,EM0538
tradeItem,EM0539,EM0539
tradeItem,EM0540,EM0540
tradeItem,EM0541,EM0541
tradeItem,EM0542,EM0542
tradeItem,EM0543,EM0543
tradeItem,EM0544,EM0544
tradeItem,EM0545,EM0545
tradeItem,EM0546,EM0546
tradeItem,EM0547,EM0547
tradeItem,EM0548,EM0548
tradeItem,EM0549,EM0549
tradeItem,EM0550,EM0550
tradeItem,EM0551,EM0551
tradeItem,EM0552,EM0552
tradeItem,EM0553,EM0553
tradeItem,EM0554,EM0554
tradeItem,EM0555,EM0555
tradeItem,EM0556,EM0556
tradeItem,EM0557,EM0557
tradeItem,EM0558,EM0558
tradeItem,EM0559,EM0559
tradeItem,EM0560,EM0560
tradeItem,EM0561,EM0561
tradeItem,EM0562,EM0562
tradeItem,EM0563,EM0563
tradeItem,EM0564,EM0564
tradeItem,EM0565,EM0565
tradeItem,EM0566,EM0566
tradeItem,EM0567,EM0567
tradeItem,EM0568,EM0568
tradeItem,EM0569,EM0569
tradeItem,EM0570,EM0570
tradeItem,EM0571,EM0571
tradeItem,EM0572,EM0572
tradeItem,EM0573,EM0573
tradeItem,EM0574,EM0574
tradeItem,EM0575,EM0575
tradeItem,EM0576,EM0576
tradeItem,EM0577,EM0577
tradeItem,EM0578,EM0578
tradeItem,EM0579,EM0579
tradeItem,EM0580,EM0580
tradeItem,EM0581,EM0581
tradeItem,EM0582,EM0582
tradeItem,EM0583,EM0583
tradeItem,EM0584,EM0584
tradeItem,EM0585,EM0585
tradeItem,EM0586,EM0586
tradeItem,EM0587,EM0587
tradeItem,EM0588,EM0588
tradeItem,EM0589,EM0589
tradeItem,EM0590,EM0590
tradeItem,EM0591,EM0591
tradeItem,EM0592,EM0592
tradeItem,EM0593,EM0593
tradeItem,EM0594,EM0594
tradeItem,EM0595,EM0595
tradeItem,EM0596,EM0596
tradeItem,EM0597,EM0597
tradeItem,EM0598,EM0598
tradeItem,EM0599,EM0599
tradeItem,EM0600,EM0600
tradeItem,EM0601,EM0601
tradeItem,EM0602,EM0602
tradeItem,EM0603,EM0603
tradeItem,EM0604,EM0604
tradeItem,EM0605,EM0605
tradeItem,EM0606,EM0606
tradeItem,EM0607,EM0607
tradeItem,EM0608,EM0608
tradeItem,EM0609,EM0609
tradeItem,EM0610,EM0610
tradeItem,EM0611,EM0611
tradeItem,EM0612,EM0612
tradeItem,EM0613,EM0613
tradeItem,EM0614,EM0614
tradeItem,EM0615,EM0615
tradeItem,EM0616,EM0616
tradeItem,EM0617,EM0617
tradeItem,EM0618,EM0618
tradeItem,EM0619,EM0619
tradeItem,EM0620,EM0620
tradeItem,EM0621,EM0621
tradeItem,EM0622,EM0622
tradeItem,EM0623,EM0623
tradeItem,EM0624,EM0624
tradeItem,EM0625,EM0625
tradeItem,EM0626,EM0626
tradeItem,EM0627,EM0627
tradeItem,EM0628,EM0628
tradeItem,EM0629,EM0629
tradeItem,EM0630,EM0630
tradeItem,EM0631,EM0631
tradeItem,EM0632,EM0632
tradeItem,EM0633,EM0633
tradeItem,EM0634,EM0634
tradeItem,EM0635,EM0635
tradeItem,EM0636,EM0636
tradeItem,EM0637,EM0637
tradeItem,EM0638,EM0638
tradeItem,EM0639,EM0639
tradeItem,EM0640,EM0640
tradeItem,EM0641,EM0641
tradeItem,EM0642,EM0642
tradeItem,EM0643,EM0643
tradeItem,EM0644,EM0644
tradeItem,EM0645,EM0645
tradeItem,EM0646,EM0646
tradeItem,EM0647,EM0647
tradeItem,EM0648,EM0648
tradeItem,EM0649,EM0649
tradeItem,EM0650,EM0650
tradeItem,EM0651,EM0651
tradeItem,HIV0001,HIV0001
tradeItem,HIV0002,HIV0002
tradeItem,HIV0003,HIV0003
tradeItem,HIV0004,HIV0004
tradeItem,HIV0005,HIV0005
tradeItem,HIV0006,HIV0006
tradeItem,HIV0007,HIV0007
tradeItem,HIV0008,HIV0008
tradeItem,HIV0009,HIV0009
tradeItem,HIV0010,HIV0010
tradeItem,HIV0011,HIV0011
tradeItem,LC0001,LC0001
tradeItem,LC0002,LC0002
tradeItem,LC0003,LC0003
tradeItem,LC0004,LC0004
tradeItem,LC0005,LC0005
tradeItem,LC0006,LC0006
tradeItem,LC0007,LC0007
tradeItem,LC0008,LC0008
tradeItem,LC0009,LC0009
tradeItem,LC0010,LC0010
tradeItem,LC0011,LC0011
tradeItem,LC0013,LC0013
tradeItem,LC0015,LC0015
tradeItem,LC0016,LC0016
tradeItem,LC0017,LC0017
tradeItem,LC0019,LC0019
tradeItem,LC0020,LC0020
tradeItem,LC0021,LC0021
tradeItem,LC0022,LC0022
tradeItem,LC0023,LC0023
tradeItem,LC0024,LC0024
tradeItem,LC0025,LC0025
tradeItem,LC0026,LC0026
tradeItem,LC0027,LC0027
tradeItem,LC0028,LC0028
tradeItem,LC0029,LC0029
tradeItem,LC0030,LC0030
tradeItem,LC0031,LC0031
tradeItem,LC0032,LC0032
tradeItem,LC0033,LC0033
tradeItem,LC0034,LC0034
tradeItem,LC0035,LC0035
tradeItem,LC0036,LC0036
tradeItem,LC0037,LC0037
tradeItem,LC0038,LC0038
tradeItem,LC0039,LC0039
tradeItem,LC0040,LC0040
tradeItem,LC0041,LC0041
tradeItem,LC0042,LC0042
tradeItem,LC0043,LC0043
tradeItem,LC0044,LC0044
tradeItem,LC0045,LC0045
tradeItem,LC0046,LC0046
tradeItem,LC0047,LC0047
tradeItem,LC0048,LC0048
tradeItem,LC0049,LC0049
tradeItem,LC0051,LC0051
tradeItem,LC0052,LC0052
tradeItem,LC0053,LC0053
tradeItem,LC0054,LC0054
tradeItem,LC0055,LC0055
tradeItem,LC0056,LC0056
tradeItem,LC0057,LC0057
tradeItem,LC0058,LC0058
tradeItem,LC0060,LC0060
tradeItem,LC0061,LC0061
tradeItem,LC0062,LC0062
tradeItem,LC0063,LC0063
tradeItem,LC0065,LC0065
tradeItem,LC0066,LC0066
tradeItem,LC0067,LC0067
tradeItem,LC0068,LC0068
tradeItem,LC0069,LC0069
tradeItem,LC0070,LC0070
tradeItem,LC0071,LC0071
tradeItem,LC0072,LC0072
tradeItem,LC0073,LC0073
tradeItem,LC0074,LC0074
tradeItem,LC0075,LC0075
tradeItem,LC0076,LC0076
tradeItem,LC0077,LC0077
tradeItem,LC0078,LC0078
tradeItem,LC0081,LC0081
tradeItem,LC0082,LC0082
tradeItem,LC0084,LC0084
tradeItem,LC0085,LC0085
tradeItem,LC0086,LC0086
tradeItem,LC0087,LC0087
tradeItem,LC0088,LC0088
tradeItem,LC0089,LC0089
tradeItem,LC0090,LC0090
tradeItem,LC0091,LC0091
tradeItem,LC0092,LC0092
tradeItem,LC0093,LC0093
tradeItem,LC0095,LC0095
tradeItem,LC0096,LC0096
tradeItem,LC0097,LC0097
tradeItem,LC0098,LC0098
tradeItem,LC0099,LC0099
tradeItem,LC0100,LC0100
tradeItem,LC0101,LC0101
tradeItem,LC0102,LC0102
tradeItem,LC0103,LC0103
tradeItem,LC0104,LC0104
tradeItem,LC0105,LC0105
tradeItem,LC0107,LC0107
tradeItem,LC0108,LC0108
tradeItem,LC0109,LC0109
tradeItem,LC0110,LC0110
tradeItem,LC0111,LC0111
tradeItem,LC0119,LC0119
tradeItem,LC0120,LC0120
tradeItem,LC0123,LC0123
tradeItem,LC0129,LC0129
tradeItem,LC0130,LC0130
tradeItem,LC0131,LC0131
tradeItem,LC0143,LC0143
tradeItem,LC0147,LC0147
tradeItem,LC0149,LC0149
tradeItem,LC0150,LC0150
tradeItem,LC0151,LC0151
tradeItem,LC0152,LC0152
tradeItem,LC0153,LC0153
tradeItem,LC0154,LC0154
tradeItem,LC0157,LC0157
tradeItem,LC0158,LC0158
tradeItem,LC0159,LC0159
tradeItem,LC0160,LC0160
tradeItem,LC0161,LC0161
tradeItem,LC0162,LC0162
tradeItem,LC0163,LC0163
tradeItem,LC0165,LC0165
tradeItem,LC0166,LC0166
tradeItem,LC0167,LC0167
tradeItem,LC0168,LC0168
tradeItem,LC0169,LC0169
tradeItem,LC0171,LC0171
tradeItem,LC0172,LC0172
tradeItem,LC0173,LC0173
tradeItem,LC0174,LC0174
tradeItem,LC0175,LC0175
tradeItem,LC0176,LC0176
tradeItem,LC0177,LC0177
tradeItem,LC0178,LC0178
tradeItem,LC0179,LC0179
tradeItem,LC0181,LC0181
tradeItem,LC0182,LC0182
tradeItem,LC0183,LC0183
tradeItem,LC0184,LC0184
tradeItem,LC0187,LC0187
tradeItem,LC0189,LC0189
tradeItem,LC0190,LC0190
tradeItem,LC0192,LC0192
tradeItem,LC0193,LC0193
tradeItem,LC0194,LC0194
tradeItem,LC0195,LC0195
tradeItem,LC0196,LC0196
tradeItem,LC0198,LC0198
tradeItem,LC0199,LC0199
tradeItem,LC0200,LC0200
tradeItem,LC0201,LC0201
tradeItem,LC0202,LC0202
tradeItem,LC0203,LC0203
tradeItem,LC0204,LC0204
tradeItem,LC0205,LC0205
tradeItem,LC0206,LC0206
tradeItem,LC0207,LC0207
tradeItem,LC0209,LC0209
tradeItem,LC0210,LC0210
tradeItem,LC0211,LC0211
tradeItem,LC0213,LC0213
tradeItem,LC0214,LC0214
tradeItem,LC0215,LC0215
tradeItem,LC0216,LC0216
tradeItem,LC0217,LC0217
tradeItem,LC0219,LC0219
tradeItem,LC0226,LC0226
tradeItem,LC0229,LC0229
tradeItem,LC0230,LC0230
tradeItem,LC0231,LC0231
tradeItem,LC0232,LC0232
tradeItem,LC0233,LC0233
tradeItem,LC0234,LC0234
tradeItem,LC0235,LC0235
tradeItem,LC0236,LC0236
tradeItem,LC0237,LC0237
tradeItem,LC0238,LC0238
tradeItem,LC0239,LC0239
tradeItem,LC0240,LC0240
tradeItem,LC0241,LC0241
tradeItem,LC0242,LC0242
tradeItem,LC0243,LC0243
tradeItem,LC0244,LC0244
tradeItem,LC0245,LC0245
tradeItem,LC0246,LC0246
tradeItem,LC0247,LC0247
tradeItem,LC0248,LC0248
tradeItem,LC0249,LC0249
tradeItem,LC0250,LC0250
tradeItem,LC0251,LC0251
tradeItem,LC0252,LC0252
tradeItem,LC0253,LC0253
tradeItem,LC0254,LC0254
tradeItem,LC0256,LC0256
tradeItem,LC0257,LC0257
tradeItem,LC0258,LC0258
tradeItem,LC0259,LC0259
tradeItem,LC0260,LC0260
tradeItem,LC0261,LC0261
tradeItem,LC0262,LC0262
tradeItem,LC0263,LC0263
tradeItem,LC0264,LC0264
tradeItem,LC0265,LC0265
tradeItem,LC0266,LC0266
tradeItem,LC0267,LC0267
tradeItem,LC0268,LC0268
tradeItem,LC0269,LC0269
tradeItem,LC0270,LC0270
tradeItem,LC0271,LC0271
tradeItem,LC0272,LC0272
tradeItem,LC0273,LC0273
tradeItem,LC0274,LC0274
tradeItem,LC0275,LC0275
tradeItem,LC0276,LC0276
tradeItem,LC0277,LC0277
tradeItem,LC0278,LC0278
tradeItem,LC0279,LC0279
tradeItem,LC0280,LC0280
tradeItem,LC0281,LC0281
tradeItem,LC0282,LC0282
tradeItem,LC0283,LC0283
tradeItem,LC0284,LC0284
tradeItem,LC0285,LC0285
tradeItem,LC0286,LC0286
tradeItem,LC0287,LC0287
tradeItem,LC0288,LC0288
tradeItem,LC0289,LC0289
tradeItem,LC0290,LC0290
tradeItem,LC0291,LC0291
tradeItem,LC0292,LC0292
tradeItem,LC0293,LC0293
tradeItem,LC0294,LC0294
tradeItem,LC0295,LC0295
tradeItem,LC0296,LC0296
tradeItem,LC0297,LC0297
tradeItem,LC0298,LC0298
tradeItem,LC0299,LC0299
tradeItem,LC0300,LC0300
tradeItem,LC0301,LC0301
tradeItem,LC0302,LC0302
tradeItem,LC0303,LC0303
tradeItem,LC0304,LC0304
tradeItem,LC0305,LC0305
tradeItem,LC0306,LC0306
tradeItem,LC0307,LC0307
tradeItem,LC0308,LC0308
tradeItem,LC0309,LC0309
tradeItem,LC0310,LC0310
tradeItem,LC0311,LC0311
tradeItem,LC0312,LC0312
tradeItem,LC0315,LC0315
tradeItem,LC0316,LC0316
tradeItem,LC0317,LC0317
tradeItem,LC0318,LC0318
tradeItem,LC0319,LC0319
tradeItem,LC0320,LC0320
tradeItem,LC0321,LC0321
tradeItem,LC0322,LC0322
tradeItem,LC0323,LC0323
tradeItem,LC0324,LC0324
tradeItem,LC0325,LC0325
tradeItem,LC0326,LC0326
tradeItem,LC0327,LC0327
tradeItem,LC0328,LC0328
tradeItem,LC0329,LC0329
tradeItem,LC0330,LC0330
tradeItem,LC0331,LC0331
tradeItem,LC0332,LC0332
tradeItem,LC0333,LC0333
tradeItem,LC0334,LC0334
tradeItem,LC0335,LC0335
tradeItem,LC0336,LC0336
tradeItem,LC0337,LC0337
tradeItem,LC0338,LC0338
tradeItem,LC0339,LC0339
tradeItem,LC0340,LC0340
tradeItem,LC0341,LC0341
tradeItem,LC0342,LC0342
tradeItem,LC0344,LC0344
tradeItem,LC0345,LC0345
tradeItem,LC0346,LC0346
tradeItem,LC0347,LC0347
tradeItem,LC0348,LC0348
tradeItem,LC0349,LC0349
tradeItem,LC0350,LC0350
tradeItem,LC0351,LC0351
