code,name,description,geographicZone,facilityType,supportedPrograms,enabled,active
DS37,UNIMED INTERNATIONAL LTD,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS38,AUROBINDO PHARMA LTD,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS39,RANBAXY LABORATORIES LIMITED,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS40,CADILA PHARMACEUTICAL,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS41,ENRAF-NANIUS B.V.,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS42,WORLD HEALTH ORGANISATION,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS43,MACLEODS PHARMACEUTICAL LIMITED,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS44,DANADAMS PHARMACEUTICALS,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS45,MATRIX LOBORATORIES LTD,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS46,USAID GHANA,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS47,BRUKER,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS48,DURBIN PLC,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS49,TROPICS INTERNATIONAL EL,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS50,UNDP/IAEA (ESCO MICRO PTE LTD),,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS51,NOVARTIS PHARMA SERVICE,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS52,REIG JOFRA LABORATORIES,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS53,STRIDES ARCOLAB LTD,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS54,DONATION,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS55,LABORATOIRE RENAUDIN,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS56,Remedica Manufacturing of Pharmaceuticals,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS57,HETERO LABS LIMITED,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS58,SUN PHARMACEUTICAL INDUSTRIES LTD,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS59,GUILIN PHARMACEUTICAL CO. LTD.,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS60,ISLAMIC DEVELOPEMENT BANK,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS61,BF INTERNATIONAL (HK) LTD,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS62,Gem Forgings Private Limited,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS63,VERVE HUMAN CARE LABORATORY,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS64,ALERE MEDICAL CO. LTD,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS65,ENTRANCE PHARMACEUTICAL & RESEARCH CENTRE,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS66,STANDARD DIAGNOSTIC INC,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS67,MEDICAL PARTNER,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS68,SIGMA-TAU,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS69,ARYSTA LIFE SCIENCE,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS70,ACME FORMULATION,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS71,CITY PHARMACY,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS72,STOP STEP PHARMACY,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS73,BECTON DICKINSON INT,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS74,ECOMED SCIENTIFIC,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS75,KAIRABA PHARMACEUTICALS,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS76,YORLAB,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS77,BIO-MED LABORATORY,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS78,GHANA HEALTH SERVICES,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS79,HK MANSARING,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS80,MG WORLDWIDE PVT LTD.,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS81,ONEWORLD ACCURACY,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS82,ASB CLINIC,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS83,EVE'S CONTRACEPTIVE CHOICES,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS84,WORLD BANK,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS85,SURCMS,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS86,TECHNOLOGY TRANSFER MARBURG E.V (TTM),,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS87,SVIZERA EUROPE,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS88,TOBINCO PHARMACEUTICALS LTD,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS89,CHILD FUND THE GAMBIA,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS90,ATLAS TRADING MEDICAL,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS91,PHARMANOVA LIMITED,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS92,ALFASIGMA S.P.A ,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS93,MULTI-G BVBA,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS94,ASTA,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS95,UNDP/ IAEA/ ANEX WE CARE,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS96,SHEARGOLD LIMITED,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS97,EN-PROJECT,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS98,UMEDICA LABORATORIES PVT. LTD,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS99,AIDA .A. KANDJI,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS100,HUMANWELL PHARMA MALI-SA,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS101,CEPHEID HBDC SAS,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS102,BIOTEST BIOTECH CO. LTD,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS103,SERENBA PHARMACEUTICALS,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS104,STAR PHARMACEUTICALS,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS105,VICTORY PHARMACEUTICALS,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS106,STANDARD SOLUTIONS PHARMACY,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS107,COFARAS PHARMACEUTICALS,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS108,ICA GAMBIA LTD,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS109,JACK MA FOUNDATION,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS110,REPUBLIC OF CHINA,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS111,WEST AFRICAN HEALTH ORGANISATION (WAHO),,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS112,INSTITUT PASTEUR DE DAKAR,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS113,MR. JABBI & KOREAN PARTNERS,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS114,MBOWE NGALA,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS115,AU AFRICA CDC,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS116,Mr. MODOU JAGNE,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS117,MINISTRY OF HEALTH,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS118,LABMATE,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS119,TURKEY (TMS),,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS120,EMCURE PHARMACEUTICALS LTD,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS121,INDIA GOVERNMENT,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS122,MP BIOMEDICALS ASIA PECIFIC PTE LTD,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS123,UNITED ARAB EMIRATES,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS124,BIO-RAD,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS125,FISHER SCIENTIFIC GMBH,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS126,ISLAMIC WORLD LEAGUE,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS127,SUPPORT OUR OWN,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS128,MINISTRY OF FOREIGN AFFAIRS,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS129,LIFE TECHNOLOGIES LIMITED,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS130,SYSMEX EUROPE GMBH,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS131,MISSION PHARMA,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS132,ALPHA CHEMIKA,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS133,ARKRAY HEALTHCARE PVT. LTD.,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS134,STRATLAB LABORATORY SUPPLIES,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS135,WORLD TRANS & LOGISTICS GMB LTD.,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS136,UN DEVELOPMENT PROGRAM,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS137,GAMBIA RED CROSS SOCIETY,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS138,T & T GLOBAL,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS139,ORTHOPRIMED ENTERPRISE,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS140,WORLD TRANS & LOGISTICS GAMBIA LTD.,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS141,PROJECT AID,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS142,OFFICE OF THE FIRST LADY,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS143,MR. SANYANG (LATRIKUNDA),,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS144,ELHELLA COMPANY LIMITED,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS145,GLOBAL FUND/ PFSCM,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS146,KPI HEALTH CARE,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS147,PHARMILY PHARMACY,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS148,WUXI NEST BIOTECHNOLOGY CO.LTD,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS149,KOREAN INTERNATIONAL COOPERATION AGENCY,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS150,SANGOL HOLDING CO.LTD,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS151,IMMY,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS152,WUXI NEST BIOTECHNOLOGY CO. LTD.,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS153,LUMIRADX LABORATORY,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS154,MEDIFF,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS155,AL-NURU PHARMACY LIMITED,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS156,BGI HEALTH (HK) COMPANY LIMITED,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS157,CHINA MEHECO CORPORATION,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS158,S KANT HEALTHCARE LTD,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS159,LDBIO DIAGNOSTICS,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS160,AFRICAN UNION,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS161,WORLD FEDERATION FOR HEMOPHILIA,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS162,MERIL DIAGNOSTICS PRIVATE LIMITED,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS163,MICRO LAB LIMITED,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS164,MEDICAL EXPORT GROUP BV,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS165,ORION PHARMA,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS166,UNFPA,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS167,Central Medical Store,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS168,EFSTH Pharmacy,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS169,RMS LRR,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS170,RMS URR,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS171,RMS NBRW,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS172,Bansang Hosp,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS173,RMS NBRE,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS174,KANIFING GENERAL HOSPITAL,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS175,EFSTH Lab,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS176,NPHL,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS177,JFPH,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS178,RMS WESTERN,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS179,FARAFENNI Hospital,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS180,BWIAM GENERAL HOSPITAL,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
DS181,RMS CRR,,GMB,DNR,"[HIV,TB,MLA,RMNCAH,EM,LAB]",TRUE,TRUE
