productCode, description, name,dispensingUnit, packRoundingThreshold, packSize, roundToZero,netContent,productCode
GAMB00050,Pyrimethamine 25mg tablets,Pyrimethamine 25mg tablets,dispensingUnit:each,1,1,True,1,GAMB00050
GAMB00051,Quinine 300mg tablets,Quinine 300mg tablets,dispensingUnit:each,1,1,True,1,GAMB00051
GAMB00052,"Quinine 300mg /ml injection , 2ml","Quinine 300mg /ml injection , 2ml",dispensingUnit:each,1,1,True,1,GAMB00052
GAMB00053,Sulphadoxine 500mg/Pyrimethamine 25mg tablets,Sulphadoxine 500mg/Pyrimethamine 25mg tablets,dispensingUnit:each,1,1,True,1,GAMB00053
GAMB00054,Azathioprine 50mg tabs,Azathioprine 50mg tabs,dispensingUnit:each,1,1,True,1,GAMB00054
GAMB00055,"Cisplatin 1mg/ml injection, 50ml","Cisplatin 1mg/ml injection, 50ml",dispensingUnit:each,1,1,True,1,GAMB00055
GAMB00056,Cyclophosphamide 50omg powder for injection,Cyclophosphamide 50omg powder for injection,dispensingUnit:each,1,1,True,1,GAMB00056
GAMB00057,"Cytarabine 100mg/ml injection, iml","Cytarabine 100mg/ml injection, iml",dispensingUnit:each,1,1,True,1,GAMB00057
GAMB00058,Doxorubicin 2mg/ml for inj,Doxorubicin 2mg/ml for inj,dispensingUnit:each,1,1,True,1,GAMB00058
GAMB00059,"Fluorouracil 25mg/ml injcetion, 10ml","Fluorouracil 25mg/ml injcetion, 10ml",dispensingUnit:each,1,1,True,1,GAMB00059
GAMB00060,Letrozole 2.5mg tabs,Letrozole 2.5mg tabs,dispensingUnit:each,1,1,True,1,GAMB00060
GAMB00061,Mercaptopurine 50mg tabs,Mercaptopurine 50mg tabs,dispensingUnit:each,1,1,True,1,GAMB00061
GAMB00062,Methotrexate 10mg tablets,Methotrexate 10mg tablets,dispensingUnit:each,1,1,True,1,GAMB00062
GAMB00063,Methotrexate 50mg/2ml injcetion,Methotrexate 50mg/2ml injcetion,dispensingUnit:each,1,1,True,1,GAMB00063
GAMB00064,Procarbazine 50mg capsules/tablets,Procarbazine 50mg capsules/tablets,dispensingUnit:each,1,1,True,1,GAMB00064
GAMB00065,Tamoxifen 20mg tabs,Tamoxifen 20mg tabs,dispensingUnit:each,1,1,True,1,GAMB00065
GAMB00066,Vincristine 50mg/2ml inj,Vincristine 50mg/2ml inj,dispensingUnit:each,1,1,True,1,GAMB00066
GAMB00067,"Dexamethasone Sodium Phosphate 4mg/ml injcetion, 1ml","Dexamethasone Sodium Phosphate 4mg/ml injcetion, 1ml",dispensingUnit:each,1,1,True,1,GAMB00067
GAMB00068,Hydrocortisone Sodium Succinate 100mg powder for injection,Hydrocortisone Sodium Succinate 100mg powder for injection,dispensingUnit:each,1,1,True,1,GAMB00068
GAMB00069,Prednisolone 5mg tablets,Prednisolone 5mg tablets,dispensingUnit:each,1,1,True,1,GAMB00069
GAMB00070,Tamoxifen 10mg tablets,Tamoxifen 10mg tablets,dispensingUnit:each,1,1,True,1,GAMB00070
GAMB00071,Benzhexol 2mg tablets,Benzhexol 2mg tablets,dispensingUnit:each,1,1,True,1,GAMB00071
GAMB00072,Benztropine mesylate 1mg/ml inj,Benztropine mesylate 1mg/ml inj,dispensingUnit:each,1,1,True,1,GAMB00072
GAMB00073,FerrosFumerate 140mg/5ml syrup,FerrosFumerate 140mg/5ml syrup,dispensingUnit:each,1,1,True,1,GAMB00073
GAMB00074,Ferrous Sulphate 200mg (60mg Ferrous iron) tablets,Ferrous Sulphate 200mg (60mg Ferrous iron) tablets,dispensingUnit:each,1,1,True,1,GAMB00074
GAMB00075,Ferrous Sulphate 200mg/Folic Acid 0.25mg tablets,Ferrous Sulphate 200mg/Folic Acid 0.25mg tablets,dispensingUnit:each,1,1,True,1,GAMB00075
GAMB00076,Folic Acid 5mg tablets,Folic Acid 5mg tablets,dispensingUnit:each,1,1,True,1,GAMB00076
GAMB00077,"Cyanacobalamin (Vitamin B12 ) 1mg/ml injcetion, 1ml","Cyanacobalamin (Vitamin B12 ) 1mg/ml injcetion, 1ml",dispensingUnit:each,1,1,True,1,GAMB00077
GAMB00078,"Iron Dextran 50mg ferrous iron/ml injection, 5ml","Iron Dextran 50mg ferrous iron/ml injection, 5ml",dispensingUnit:each,1,1,True,1,GAMB00078
GAMB00079,Aspirin (Acetylsalicylic acid) 75mg tablets,Aspirin (Acetylsalicylic acid) 75mg tablets,dispensingUnit:each,1,1,True,1,GAMB00079
GAMB00080,Aspirin (Acetylsalicylic acid) 300mg tablets,Aspirin (Acetylsalicylic acid) 300mg tablets,dispensingUnit:each,1,1,True,1,GAMB00080
GAMB00081,Dipyridamole 25mg/100mg tablets,Dipyridamole 25mg/100mg tablets,dispensingUnit:each,1,1,True,1,GAMB00081
GAMB00082,"Heparin inj 500 iu/ml injcetion, 5ml","Heparin inj 500 iu/ml injcetion, 5ml",dispensingUnit:each,1,1,True,1,GAMB00082
GAMB00083,"Phytomenadione (Vitamin K) 10mg/ml injcetion, 1ml","Phytomenadione (Vitamin K) 10mg/ml injcetion, 1ml",dispensingUnit:each,1,1,True,1,GAMB00083
GAMB00084,Warfarin 5mg / 1mg tablets,Warfarin 5mg / 1mg tablets,dispensingUnit:each,1,1,True,1,GAMB00084
GAMB00085,Tranexamic acid 500mg inj 5ml,Tranexamic acid 500mg inj 5ml,dispensingUnit:each,1,1,True,1,GAMB00085
GAMB00086,"Dextran ""70"" 6% Sodium Chloride 0.9% infusion,","Dextran ""70"" 6% Sodium Chloride 0.9% infusion,",dispensingUnit:each,1,1,True,1,GAMB00086
GAMB00087,"GlycerylTrinitrate (Nitroglycerine) 0.5mCg tablets, Sublingual","GlycerylTrinitrate (Nitroglycerine) 0.5mCg tablets, Sublingual",dispensingUnit:each,1,1,True,1,GAMB00087
GAMB00088,GlycerylTrinitrate (Nitroglycerine) 1mg/ml inj,GlycerylTrinitrate (Nitroglycerine) 1mg/ml inj,dispensingUnit:each,1,1,True,1,GAMB00088
GAMB00089,IsosorbideDinitrate 10mg tablets,IsosorbideDinitrate 10mg tablets,dispensingUnit:each,1,1,True,1,GAMB00089
GAMB00090,Nifedipine 10mg ablets /capsules,Nifedipine 10mg ablets /capsules,dispensingUnit:each,1,1,True,1,GAMB00090
GAMB00091,Propranolol 40mg tablets,Propranolol 40mg tablets,dispensingUnit:each,1,1,True,1,GAMB00091
GAMB00092,Verapamil 40mg tablets,Verapamil 40mg tablets,dispensingUnit:each,1,1,True,1,GAMB00092
GAMB00093,Amiodarone 200mg tablets,Amiodarone 200mg tablets,dispensingUnit:each,1,1,True,1,GAMB00093
GAMB00094,Atenolol 50mg tablets,Atenolol 50mg tablets,dispensingUnit:each,1,1,True,1,GAMB00094
GAMB00095,Propranolol 40mg tablets,Propranolol 40mg tablets,dispensingUnit:each,1,1,True,1,GAMB00095
GAMB00096,Verapamil 40mg tablets,Verapamil 40mg tablets,dispensingUnit:each,1,1,True,1,GAMB00096
GAMB00097,Atenolol 50mg tablets,Atenolol 50mg tablets,dispensingUnit:each,1,1,True,1,GAMB00097
GAMB00098,Amlodipine 5mg tablets,Amlodipine 5mg tablets,dispensingUnit:each,1,1,True,1,GAMB00098
GAMB00099,Captopril 25mg tablets,Captopril 25mg tablets,dispensingUnit:each,1,1,True,1,GAMB00099
GAMB00100,Bendrofluazide 5mg tablets,Bendrofluazide 5mg tablets,dispensingUnit:each,1,1,True,1,GAMB00100
GAMB00101,Enalapril 5mg tabs,Enalapril 5mg tabs,dispensingUnit:each,1,1,True,1,GAMB00101
GAMB00102,Frusemide 40mg tablets,Frusemide 40mg tablets,dispensingUnit:each,1,1,True,1,GAMB00102
GAMB00103,Frusemide 20mg/2ml injection,Frusemide 20mg/2ml injection,dispensingUnit:each,1,1,True,1,GAMB00103
GAMB00104,Hydralazine 25mg tablets,Hydralazine 25mg tablets,dispensingUnit:each,1,1,True,1,GAMB00104
GAMB00105,"Hydralazine 20mg/ml injcetion, 1ml","Hydralazine 20mg/ml injcetion, 1ml",dispensingUnit:each,1,1,True,1,GAMB00105
GAMB00106,Hydrochlorothiazide 50mg/ 25mg tablets,Hydrochlorothiazide 50mg/ 25mg tablets,dispensingUnit:each,1,1,True,1,GAMB00106
GAMB00107,Methyldopa 250mg tablets,Methyldopa 250mg tablets,dispensingUnit:each,1,1,True,1,GAMB00107
GAMB00108,Nifedipine 10mg/20mg tablets/capsules,Nifedipine 10mg/20mg tablets/capsules,dispensingUnit:each,1,1,True,1,GAMB00108
GAMB00109,Propranolol 40mg tablets,Propranolol 40mg tablets,dispensingUnit:each,1,1,True,1,GAMB00109
GAMB00110,Propanolol 1mg/ml inj,Propanolol 1mg/ml inj,dispensingUnit:each,1,1,True,1,GAMB00110
GAMB00111,Spironolactone 25mg tablets,Spironolactone 25mg tablets,dispensingUnit:each,1,1,True,1,GAMB00111
GAMB00112,Verapamil 40mg tablets,Verapamil 40mg tablets,dispensingUnit:each,1,1,True,1,GAMB00112
GAMB00113,Digoxin 0.25mg tablets,Digoxin 0.25mg tablets,dispensingUnit:each,1,1,True,1,GAMB00113
GAMB00114,"Dopamine 40mg/ml injcetion, 5ml","Dopamine 40mg/ml injcetion, 5ml",dispensingUnit:each,1,1,True,1,GAMB00114
GAMB00115,Benzoic Acid 6% Salicylic Acid 3% Ointment (Whitfields Ointment),Benzoic Acid 6% Salicylic Acid 3% Ointment (Whitfields Ointment),dispensingUnit:each,1,1,True,1,GAMB00115
GAMB00116,Clotrimazole 1% cream,Clotrimazole 1% cream,dispensingUnit:each,1,1,True,1,GAMB00116
GAMB00117,Miconazole 2% cream,Miconazole 2% cream,dispensingUnit:each,1,1,True,1,GAMB00117
GAMB00118,Chlorhexidine 1% antiseptic cream,Chlorhexidine 1% antiseptic cream,dispensingUnit:each,1,1,True,1,GAMB00118
GAMB00119,Crystal Violet (Gentian Violet) paint,Crystal Violet (Gentian Violet) paint,dispensingUnit:each,1,1,True,1,GAMB00119
GAMB00120,Neomycin 0.5% /Bacitracin 500iu/g Ointment,Neomycin 0.5% /Bacitracin 500iu/g Ointment,dispensingUnit:each,1,1,True,1,GAMB00120
GAMB00121,Silver Sulphadiazine 1% cream,Silver Sulphadiazine 1% cream,dispensingUnit:each,1,1,True,1,GAMB00121
GAMB00122,Tetracycline 3% ointment,Tetracycline 3% ointment,dispensingUnit:each,1,1,True,1,GAMB00122
GAMB00123,Betamethasone 0.1% Ointment,Betamethasone 0.1% Ointment,dispensingUnit:each,1,1,True,1,GAMB00123
GAMB00124,Calamine Lotion BP,Calamine Lotion BP,dispensingUnit:each,1,1,True,1,GAMB00124
GAMB00125,Hydrocortisone 1% cream,Hydrocortisone 1% cream,dispensingUnit:each,1,1,True,1,GAMB00125
GAMB00126,Lubricating Jelly,Lubricating Jelly,dispensingUnit:each,1,1,True,1,GAMB00126
GAMB00127,"Paraffin, soft White BP","Paraffin, soft White BP",dispensingUnit:each,1,1,True,1,GAMB00127
GAMB00128,Zinc Oxide 10% Ointment,Zinc Oxide 10% Ointment,dispensingUnit:each,1,1,True,1,GAMB00128
GAMB00129,"Silver Nitrate 95% caustic pencil, single","Silver Nitrate 95% caustic pencil, single",dispensingUnit:each,1,1,True,1,GAMB00129
GAMB00130,Podophyllin 2-10%,Podophyllin 2-10%,dispensingUnit:each,1,1,True,1,GAMB00130
GAMB00131,Benzyl Benzoate 25% application,Benzyl Benzoate 25% application,dispensingUnit:each,1,1,True,1,GAMB00131
GAMB00132,Rapid Diagnostic Test (RDTs),Rapid Diagnostic Test (RDTs),dispensingUnit:each,1,1,True,1,GAMB00132
GAMB00133,"Fluprescein, diagnostic eye strips","Fluprescein, diagnostic eye strips",dispensingUnit:each,1,1,True,1,GAMB00133
GAMB00134,Tropicamide 1% eye drops,Tropicamide 1% eye drops,dispensingUnit:each,1,1,True,1,GAMB00134
GAMB00135,Urografin 76%,Urografin 76%,dispensingUnit:each,1,1,True,1,GAMB00135
GAMB00136,Gastrografin,Gastrografin,dispensingUnit:each,1,1,True,1,GAMB00136
GAMB00137,CT contrast medium,CT contrast medium,dispensingUnit:each,1,1,True,1,GAMB00137
GAMB00138,Barium Sulphate garnules for suspension,Barium Sulphate garnules for suspension,dispensingUnit:each,1,1,True,1,GAMB00138
GAMB00139,Cetrimide 15% /Chlorhexidine 1.5% concentrate,Cetrimide 15% /Chlorhexidine 1.5% concentrate,dispensingUnit:each,1,1,True,1,GAMB00139
GAMB00140,Chlorhexidine 5% concentrate,Chlorhexidine 5% concentrate,dispensingUnit:each,1,1,True,1,GAMB00140
GAMB00141,Povidone Iodine 10% aqueous solution,Povidone Iodine 10% aqueous solution,dispensingUnit:each,1,1,True,1,GAMB00141
GAMB00142,Glutaraldehyde 2% aqueous solution,Glutaraldehyde 2% aqueous solution,dispensingUnit:each,1,1,True,1,GAMB00142
GAMB00143,Phenolic disinfectant(Lysol),Phenolic disinfectant(Lysol),dispensingUnit:each,1,1,True,1,GAMB00143
GAMB00144,Bendrofluazide 5mg tablets,Bendrofluazide 5mg tablets,dispensingUnit:each,1,1,True,1,GAMB00144
GAMB00145,Frusemide 40mg tablets,Frusemide 40mg tablets,dispensingUnit:each,1,1,True,1,GAMB00145
GAMB00146,Frusemide 10mg/ml injection,Frusemide 10mg/ml injection,dispensingUnit:each,1,1,True,1,GAMB00146
GAMB00147,Hydrochlorothiazide 50mg tablets,Hydrochlorothiazide 50mg tablets,dispensingUnit:each,1,1,True,1,GAMB00147
GAMB00148,Spironolactone 25mg tablets,Spironolactone 25mg tablets,dispensingUnit:each,1,1,True,1,GAMB00148
GAMB00149,Magnesium Trisilicate Compound tablets,Magnesium Trisilicate Compound tablets,dispensingUnit:each,1,1,True,1,GAMB00149
GAMB00150,Omeprazole 10mg tablets,Omeprazole 10mg tablets,dispensingUnit:each,1,1,True,1,GAMB00150
GAMB00151,Omeprazole 40mg inj. Vial,Omeprazole 40mg inj. Vial,dispensingUnit:each,1,1,True,1,GAMB00151
GAMB00152,Ranitidine 150mg tablets,Ranitidine 150mg tablets,dispensingUnit:each,1,1,True,1,GAMB00152
GAMB00153,"Ranitidine 25mg/ml, 2ml injection","Ranitidine 25mg/ml, 2ml injection",dispensingUnit:each,1,1,True,1,GAMB00153
GAMB00154,Metoclopramide 10mg tablets,Metoclopramide 10mg tablets,dispensingUnit:each,1,1,True,1,GAMB00154
GAMB00155,"Metoclopramide 5mg/ml injection, 2ml","Metoclopramide 5mg/ml injection, 2ml",dispensingUnit:each,1,1,True,1,GAMB00155
GAMB00156,Promethazine 25mg tablets,Promethazine 25mg tablets,dispensingUnit:each,1,1,True,1,GAMB00156
GAMB00157,Promethazine 5mg/5ml syrup,Promethazine 5mg/5ml syrup,dispensingUnit:each,1,1,True,1,GAMB00157
GAMB00158,"Promethazine 25mg/ml injcetion, 1ml","Promethazine 25mg/ml injcetion, 1ml",dispensingUnit:each,1,1,True,1,GAMB00158
GAMB00159,Benzocian 2%/Butamben 2%/Tannic acid 10% (Antihaemorrhoidal) Ointment,Benzocian 2%/Butamben 2%/Tannic acid 10% (Antihaemorrhoidal) Ointment,dispensingUnit:each,1,1,True,1,GAMB00159
GAMB00160,Bismuth subgallate 100mg/Zinc Oxide 100mg/Lignocian 60mg) suppositories,Bismuth subgallate 100mg/Zinc Oxide 100mg/Lignocian 60mg) suppositories,dispensingUnit:each,1,1,True,1,GAMB00160
GAMB00161,Atropine 0.5mg/ml injection,Atropine 0.5mg/ml injection,dispensingUnit:each,1,1,True,1,GAMB00161
GAMB00162,HyoscineButylbromide 10mg tablets,HyoscineButylbromide 10mg tablets,dispensingUnit:each,1,1,True,1,GAMB00162
GAMB00163,HyoscineButylbromide 10mg/ml injection,HyoscineButylbromide 10mg/ml injection,dispensingUnit:each,1,1,True,1,GAMB00163
GAMB00164,Bisacodyl 5mg tablets,Bisacodyl 5mg tablets,dispensingUnit:each,1,1,True,1,GAMB00164
GAMB00165,Lactulose 3.1/3.7g/ml,Lactulose 3.1/3.7g/ml,dispensingUnit:each,1,1,True,1,GAMB00165
GAMB00166,Oral Rehydration Salts (ORS),Oral Rehydration Salts (ORS),dispensingUnit:each,1,1,True,1,GAMB00166
GAMB00167,Zinc sulphate 10mg tabs,Zinc sulphate 10mg tabs,dispensingUnit:each,1,1,True,1,GAMB00167
GAMB00168,Dexamethasone Sodium Phosphate 4mg/ml,Dexamethasone Sodium Phosphate 4mg/ml,dispensingUnit:each,1,1,True,1,GAMB00168
GAMB00169,Hydrocortisone Sodium Succinate 100mg powder for injection,Hydrocortisone Sodium Succinate 100mg powder for injection,dispensingUnit:each,1,1,True,1,GAMB00169
GAMB00170,Prednisolone 5mg tablets,Prednisolone 5mg tablets,dispensingUnit:each,1,1,True,1,GAMB00170
GAMB00171,Glibenclamide 5mg tablets,Glibenclamide 5mg tablets,dispensingUnit:each,1,1,True,1,GAMB00171
GAMB00172,Insulin MIXTARD 100IU/ML injection,Insulin MIXTARD 100IU/ML injection,dispensingUnit:each,1,1,True,1,GAMB00172
GAMB00173,Insulin SOLUBLE100iu/ml injection,Insulin SOLUBLE100iu/ml injection,dispensingUnit:each,1,1,True,1,GAMB00173
GAMB00174,Metformin 500mg tablets,Metformin 500mg tablets,dispensingUnit:each,1,1,True,1,GAMB00174
GAMB00175,Norethisterone 5mg tablets,Norethisterone 5mg tablets,dispensingUnit:each,1,1,True,1,GAMB00175
GAMB00176,Carbimazole 5mg tablets,Carbimazole 5mg tablets,dispensingUnit:each,1,1,True,1,GAMB00176
GAMB00177,Thyroxine 0.1mg tablets,Thyroxine 0.1mg tablets,dispensingUnit:each,1,1,True,1,GAMB00177
GAMB00178,Lugols iodine,Lugols iodine,dispensingUnit:each,1,1,True,1,GAMB00178
GAMB00179,"Tuberculin, purified protein derivative","Tuberculin, purified protein derivative",dispensingUnit:each,1,1,True,1,GAMB00179
GAMB00180,Rabies Immunoglobulins 150iu/ml,Rabies Immunoglobulins 150iu/ml,dispensingUnit:each,1,1,True,1,GAMB00180
GAMB00181,"Anti tetanus immunoglobulin, human 500iu","Anti tetanus immunoglobulin, human 500iu",dispensingUnit:each,1,1,True,1,GAMB00181
GAMB00182,Anti D Immunoglobulin 250mcg,Anti D Immunoglobulin 250mcg,dispensingUnit:each,1,1,True,1,GAMB00182
GAMB00183,"Snake venom antiserum, Gambia","Snake venom antiserum, Gambia",dispensingUnit:each,1,1,True,1,GAMB00183
GAMB00184,Neostigmine 2.5mg/ml injection,Neostigmine 2.5mg/ml injection,dispensingUnit:each,1,1,True,1,GAMB00184
GAMB00185,Pancuronium bromide 2mg/ml injection,Pancuronium bromide 2mg/ml injection,dispensingUnit:each,1,1,True,1,GAMB00185
GAMB00186,Suxamethonium 50mg/ml injcetion,Suxamethonium 50mg/ml injcetion,dispensingUnit:each,1,1,True,1,GAMB00186
GAMB00187,Aciclovir 3% eye ointment,Aciclovir 3% eye ointment,dispensingUnit:each,1,1,True,1,GAMB00187
GAMB00188,Aciclovir eye drops,Aciclovir eye drops,dispensingUnit:each,1,1,True,1,GAMB00188
GAMB00189,Chloramphenicol 0.5% /1.0% eye drops,Chloramphenicol 0.5% /1.0% eye drops,dispensingUnit:each,1,1,True,1,GAMB00189
GAMB00190,Ciprofloxacin 0.3% eye drops,Ciprofloxacin 0.3% eye drops,dispensingUnit:each,1,1,True,1,GAMB00190
GAMB00191,Gentamycin 0.3% Eye drops,Gentamycin 0.3% Eye drops,dispensingUnit:each,1,1,True,1,GAMB00191
GAMB00192,Gentamycin/Neomycin eye ointment 0.3%/0.5%Hyalase injection 1500IU,Gentamycin/Neomycin eye ointment 0.3%/0.5%Hyalase injection 1500IU,dispensingUnit:each,1,1,True,1,GAMB00192
GAMB00193,Idoxuridine 0.5% eye drops,Idoxuridine 0.5% eye drops,dispensingUnit:each,1,1,True,1,GAMB00193
GAMB00194,Natamycin drops,Natamycin drops,dispensingUnit:each,1,1,True,1,GAMB00194
GAMB00195,Tetracycline 1% eye ointment,Tetracycline 1% eye ointment,dispensingUnit:each,1,1,True,1,GAMB00195
GAMB00196,Dexamethazone 0.1% eye drops,Dexamethazone 0.1% eye drops,dispensingUnit:each,1,1,True,1,GAMB00196
GAMB00197,Prednisolone 0.5% eye drops,Prednisolone 0.5% eye drops,dispensingUnit:each,1,1,True,1,GAMB00197
GAMB00198,Sodium cromoglycate 2% eye drops,Sodium cromoglycate 2% eye drops,dispensingUnit:each,1,1,True,1,GAMB00198
GAMB00199,Ethanol Absolute 99.5% injection,Ethanol Absolute 99.5% injection,dispensingUnit:each,1,1,True,1,GAMB00199
GAMB00200,Amethocaine (Tetracaine) 1% eye drops,Amethocaine (Tetracaine) 1% eye drops,dispensingUnit:each,1,1,True,1,GAMB00200
